dish_name,raw_ingredient,amount,unit
abruzzi dveal,pepper,0.5,teaspoon
abruzzi lchix,pepper,0.5,teaspoon
abruzzi lchix,olive oil,2,tablespoons
abruzzi lchix,chicken,500,grams
abruzzi lchix,onion,1,large
abruzzi lchix,white wine,1,cup
abruzzi lchix,tomatoes,2,cans
abruzzi lchix,rosemary,1,sprig
abruzzi lchix,garlic,3,cloves
abruzzi lchix,salt,1,teaspoon
abruzzi lveal,garlic,3,cloves
abruzzi lveal,pepper,1,teaspoon
abruzzi lveal,olive oil,2,tablespoons
abruzzi lveal,veal,500,grams
abruzzi lveal,salt,1,teaspoon
abruzzi lveal,onion,1,large
abruzzi lveal,tomato,2,cans
abruzzi lveal,white wine,1,cup
abruzzi lveal,rosemary,1,sprig
abruzzi primo,tomatoes,2,medium
abruzzi primo,pancetta,100,grams
abruzzi primo,pasta,200,grams
abruzzi primo,pecorino cheese,50,grams
abruzzi primo,garlic,2,cloves
absente,water,0.5,oz
absente,sugar,0.25,oz
absente,absinthe,1.5,oz
absente absinthe refined,botanicals,2,tablespoons
absente absinthe refined,anise,1,cup
absente absinthe refined,wormwood,1,bunch
absinthe,Sugar,1,tsp
absinthe,Water,1,tsp
absinthe,Absinthe,2,oz
absinthe and bacon mussels,mussels,1,lb
absinthe and bacon mussels,absinthe,0.25,cup
absinthe and bacon mussels,bacon,6,slices
absinthe lucide tourment pernod,Absinthe Lucide Tourment Pernod,1,shot
absinthe rickey,sugar,0.5,oz
absinthe rickey,absinthe,2,oz
absinthe rickey,soda water,3,oz
absinthe rickey,lime juice,1,oz
absinthe saint georges,Sugar cube,1,piece
absinthe saint georges,Absinthe,1.5,oz
absinthe saint georges,Cold water,3,oz
absolut,Absolut vodka,1.5,oz
absolut chesapeake,clamato juice,4,oz
absolut chesapeake,Worcestershire sauce,0.5,tsp
absolut chesapeake,vodka,2,oz
absolut chesapeake,hot sauce,0.5,tsp
absolut citron vodka,Absolut Citron Vodka,1.5,oz
absolut crush,Lemon Juice,1,oz
absolut crush,Simple Syrup,0.5,oz
absolut crush,Orange Juice,2,oz
absolut crush,Orange Slice,1,slice
absolut crush,Absolut Vodka,2,oz
absolut elyx,Absolut Elyx,1,shot
absolut neat,Absolut Vodka,1,shot
absolut peppar vodka,Absolut Peppar Vodka,1.5,oz
absolut stoli beefeater or tanqueray,Tanqueray gin,0,
absolut stoli beefeater or tanqueray,Stoli vodka,0,
absolut stoli beefeater or tanqueray,Beefeater gin,0,
absolut stoli beefeater or tanqueray,Absolut vodka,0,
absolut vodka,Absolut Vodka,1,shot
absolute pineapple fried rice,bell peppers,1,cup
absolute pineapple fried rice,chicken or shrimp,1,cup
absolute pineapple fried rice,eggs,2,
absolute pineapple fried rice,pepper,1,teaspoon
absolute pineapple fried rice,salt,1,teaspoon
absolute pineapple fried rice,cooked rice,2,cups
absolute pineapple fried rice,onion,1,medium
absolute pineapple fried rice,fish sauce,1,tablespoon
absolute pineapple fried rice,soy sauce,2,tablespoons
absolute pineapple fried rice,pineapple chunks,1,cup
absolute pineapple fried rice,vegetable oil,2,tablespoons
absolute pineapple fried rice,garlic,2,cloves
absolute pineapple fried rice,green onions,2,stalks
absolute siam beef,chili,1,small
absolute siam beef,beef slices,300,grams
absolute siam beef,oyster sauce,2,tablespoons
absolute siam beef,soy sauce,2,tablespoons
absolute siam beef,vegetable oil,2,tablespoons
absolute siam beef,onion,1,medium
absolute siam beef,bell pepper,1,medium
absolute siam beef,garlic,3,cloves
absolutely that time,garlic,3,cloves
absolutely that time,ginger,1,inch
absolutely that time,chicken thighs,4,pieces
absolutely that time,honey,2,tablespoons
absolutely that time,soy sauce,1,cup
abstract punch,club soda,2,cups
abstract punch,sugar,0.5,cup
abstract punch,lemon juice,0.5,cup
abstract punch,pineapple juice,1,cup
abstract punch,orange juice,2,cups
abstract salad,feta cheese,0.25,cup
abstract salad,red onion,0.5,cup
abstract salad,lemon juice,1,tablespoon
abstract salad,honey,1,teaspoon
abstract salad,olive oil,1,tablespoon
abstract salad,cucumber,1,cup
abstract salad,strawberries,0.5,cup
abstract salad,balsamic vinegar,2,tablespoons
abstract salad,mixed greens,2,cups
abstract salad,cherry tomatoes,1,cup
abtey poire williams,Williams pears,500,g
abtey poire williams,Water,500,ml
abtey poire williams,Sugar,300,g
abtey poire williams,Alcohol,500,ml
abuela soup,carrots,2,medium
abuela soup,potatoes,2,medium
abuela soup,corn,1,cup
abuela soup,onion,1,large
abuela soup,tomatoes,2,medium
abuela soup,salt,1,tsp
abuela soup,pepper,0.5,tsp
abuela soup,beef,1,lb
abuela soup,cilantro,0.5,cup
abuela soup,garlic,3,cloves
abuelas chicken croquetas,salt,1,teaspoon
abuelas chicken croquetas,garlic powder,0.5,teaspoon
abuelas chicken croquetas,eggs,2,pieces
abuelas chicken croquetas,shredded chicken,2,cups
abuelas chicken croquetas,pepper,0.5,teaspoon
abuelas chicken croquetas,bechamel sauce,1,cup
abuelas chicken croquetas,flour,1,cup
abuelas chicken croquetas,breadcrumbs,1,cup
abuelas chicken croquetas,olive oil,2,tablespoons
abuelita hot chocolate,cinnamon,1,stick
abuelita hot chocolate,milk,2,cups
abuelita hot chocolate,chocolate,2,tablets
abuelita hot chocolate,sugar,2,tablespoons
abuelo,tomatoes,2,medium
abuelo,potatoes,3,medium
abuelo,carrots,2,medium
abuelo,paprika,1,tsp
abuelo,garlic,3,cloves
abuelo,onion,1,large
abuelo,cumin,1,tsp
abuelo,pepper,0.5,tsp
abuelo,beef,1,lb
abuelo,beef broth,4,cups
abuelo,salt,1,tsp
abunabunu soup,Palm oil,100,ml
abunabunu soup,Stock cubes,2,cube
abunabunu soup,Water,1.5,L
abunabunu soup,Scotch bonnet peppers,2,whole
abunabunu soup,Bell peppers,2,medium
abunabunu soup,"African spices (suya spice, crayfish)",2,tbsp
abunabunu soup,Onions,2,medium
abunabunu soup,"Assorted meats (beef, goat, tripe)",500,g
abunai,Sake,1,tablespoon
abunai,Ginger,1,inch
abunai,Mirin,1,tablespoon
abunai,Green onions,2,stalks
abunai,Sugar,1.5,tablespoons
abunai,Garlic,2,cloves
abunai,Soy sauce,2,tablespoons
abunai,Chicken thighs,4,pieces
abunai hand roll,Sushi rice,50,grams
abunai hand roll,Nori seaweed sheets,1,sheet
abunai hand roll,"Fresh seafood (e.g. tuna, salmon, shrimp)",100,grams
abura miso buta onigiri,soy sauce,1,tbsp
abura miso buta onigiri,ground pork,150,g
abura miso buta onigiri,sesame oil,1,tsp
abura miso buta onigiri,miso paste,2,tbsp
abura miso buta onigiri,rice,1,cup
abura miso buta onigiri,sugar,1,tsp
abura miso nasu onigiri,eggplant,2,pieces
abura miso nasu onigiri,rice,1,cup
abura miso nasu onigiri,miso paste,2,tablespoons
aburi five,sugar,1,teaspoon
aburi five,fish fillets,5,pieces
aburi five,soy sauce,2,tablespoons
aburi five,mirin,1,tablespoon
aburi five,green onions,2,stalks
aburi five,sake,1,tablespoon
aburi kaizen don,Savory sauce,2,tbsp
aburi kaizen don,Tuna,100,g
aburi kaizen don,Scallops,100,g
aburi kaizen don,Salmon,100,g
aburi kaizen don,Fresh vegetables,50,g
aburi saba,soy sauce,2,tablespoons
aburi saba,mackerel,2,pieces
aburi saba,sake,1,tablespoon
aburi saba,mirin,1,tablespoon
aburi saba,sugar,1,teaspoon
aburi zushi,soy sauce,2,tbsp
aburi zushi,sushi rice,1,cup
aburi zushi,mayonnaise,1,tbsp
aburi zushi,fresh fish (salmon or tuna),200,g
aburisaba,soy sauce,1,cup
aburisaba,mirin,2,tablespoons
aburisaba,garlic,1,clove
aburisaba,ginger,1,teaspoon
aburisaba,mackerel,2,pieces
aburisaba,sugar,1,tablespoon
abzul,beef,500,grams
abzul,bay leaves,2,pieces
abzul,pepper,0.5,teaspoon
abzul,carrots,2,pieces
abzul,garlic,3,cloves
abzul,salt,1,teaspoon
abzul,potatoes,3,pieces
abzul,paprika,1,teaspoon
abzul,beef broth,500,milliliters
abzul,tomato paste,2,tablespoons
abzul,onion,1,piece
acabeza,oregano,1,tsp
acabeza,carrots,2,medium
acabeza,onions,1,medium
acabeza,tomatoes,2,medium
acabeza,beef,1,lb
acabeza,cumin,1,tsp
acabeza,potatoes,2,medium
acacia pinot noir,Acacia Pinot Noir,1,bottle
acacia roll,vanilla extract,1,tsp
acacia roll,salt,0.5,tsp
acacia roll,milk,1.25,cups
acacia roll,sugar,1.5,cups
acacia roll,flour,2,cups
acacia roll,butter,0.5,cup
acacia roll,yeast,1,packet
acacia rose california,pastry dough,1,sheet
acacia rose california,rose water,2,tbsp
acacia rose california,heavy cream,1,cup
acacia rose california,acacia flowers,10,pieces
acacia rose california,sugar,1.5,cups
acadian pearl,spices,1,tsp
acadian pearl,herbs,2,tbsp
acadian pearl,seafood,250,g
acadian pearl,cream,200,ml
acadian peppered shrimp,salt,1,tsp
acadian peppered shrimp,butter,1,cup
acadian peppered shrimp,cayenne pepper,1,tsp
acadian peppered shrimp,shrimp,1,lb
acadian peppered shrimp,black pepper,1,tsp
acadian peppered shrimp,lemon,1,whole
acadian peppered shrimp,paprika,1,tsp
acadian peppered shrimp,garlic,4,cloves
acai,granola,0.5,cup
acai,acai berries,1,cup
acai,nuts,0.25,cup
acai,fruits,0.5,cup
acai banana smoothie,acai berries,1,cup
acai banana smoothie,ripe bananas,2,medium
acai base,honey,1,tbsp
acai base,banana,1,medium
acai base,almond milk,1,cup
acai base,acai puree,1,cup
acai berry,acai berry,1,cup
acai berry blast smoothie,honey,1,tablespoon
acai berry blast smoothie,almond milk,1,cup
acai berry blast smoothie,Greek yogurt,1,cup
acai berry blast smoothie,banana,1,medium
acai berry blast smoothie,blueberries,1,cup
acai berry blast smoothie,acai berries,1,cup
acai berry smoothie,almond milk,1,cup
acai berry smoothie,banana,1,medium
acai berry smoothie,acai berries,1,cup
acai berry smoothie,honey,1,tablespoon
acai berry smoothie,lemon juice,1,tablespoon
acai energy smoothie,banana,1,medium
acai energy smoothie,spinach,1,handful
acai energy smoothie,almond milk,1,cup
acai energy smoothie,honey,1,tablespoon
acai energy smoothie,chia seeds,1,tablespoon
acai energy smoothie,acai berries,1,cup
acai mule,Lime juice,1,oz
acai mule,Ice,1,cup
acai mule,Acai berry puree,2,oz
acai mule,Simple syrup,0.5,oz
acai mule,Vodka,2,oz
acai mule,Ginger beer,2,oz
acai palmberry,acai palmberry,1,cup
acai plus smoothie,banana,1,medium
acai plus smoothie,acai berries,1,cup
acai plus smoothie,blueberries,1,cup
acai plus smoothie,honey,1,tablespoon
acai plus smoothie,almond milk,1,cup
acai plus smoothie,strawberries,1,cup
acai pure basic,acai berries,2,cups
acai pure size,honey,2,tablespoons
acai pure size,acai berries,2,cups
acai pure size,banana,1,medium
acai smoothie,strawberries,1,cup
acai smoothie,honey,1,tablespoon
acai smoothie,banana,1,medium
acai smoothie,acai berries,1,cup
acai smoothie,almond milk,1,cup
acai tropical,tropical fruits,1,cup
acai tropical,acai berries,1,cup
acai tropical,honey,2,tablespoons
acamaron,onion,1,large
acamaron,garlic,4,cloves
acamaron,salt,1,tsp
acamaron,clams,0.5,lb
acamaron,parsley,2,tbsp
acamaron,white wine,1,cup
acamaron,tomatoes,4,cans
acamaron,mussels,0.5,lb
acamaron,white fish fillets,1,lb
acamaron,pepper,0.5,tsp
acamaron,shrimp,1,lb
acamaron,olive oil,2,tbsp
acapella chicken wrap,tortilla,1,piece
acapella chicken wrap,fresh vegetables,0.5,cup
acapella chicken wrap,tangy sauce,2,tablespoons
acapella chicken wrap,grilled chicken,1,cup
acappella,pasta,200,grams
acappella,parmesan cheese,50,grams
acappella,cream,100,milliliters
acappella,garlic,2,cloves
acappella,mushrooms,150,grams
acappella benedict,hollandaise sauce,2,tablespoons
acappella benedict,eggs,2,pieces
acappella benedict,pancetta,2,slices
acappella benedict,English muffin,1,piece
acappella burger,special sauce,2,tablespoons
acappella burger,bun,1,piece
acappella burger,beef,1,patty
acappella burger,cheese,1,slice
acappella chips,onion powder,0.5,tsp
acappella chips,salt,1,tsp
acappella chips,garlic powder,0.5,tsp
acappella chips,pepper,0.5,tsp
acappella chips,paprika,0.5,tsp
acappella chips,olive oil,2,tbsp
acappella chips,potatoes,2,large
acappella french toast,cinnamon,1,teaspoon
acappella french toast,butter,2,tablespoons
acappella french toast,milk,1,cup
acappella french toast,sugar,2,tablespoons
acappella french toast,eggs,2,pieces
acappella french toast,bread,4,slices
acappella panini,Prosciutto,2,slices
acappella panini,Italian bread,2,slices
acappella panini,Basil leaves,2,leaves
acappella panini,Olive oil,1,tbsp
acappella panini,Tomato,2,slices
acappella panini,Salami,2,slices
acappella panini,Mozzarella cheese,2,slices
acappella salad,blueberries,1,cup
acappella salad,mixed greens,2,cups
acappella salad,walnuts,1,cup
acappella salad,balsamic vinaigrette,0.25,cup
acappella salad,feta cheese,1,cup
acappella salad,strawberries,1,cup
acappella wings,chicken wings,12,pieces
acappella wings,honey,1,cup
acappella wings,pepper,1,tsp
acappella wings,soy sauce,1,cup
acappella wings,brown sugar,2,tbsp
acappella wings,salt,1,tsp
acappella wings,garlic,3,cloves
acappella wings,ginger,1,tbsp
acappella wings,vinegar,2,tbsp
acapulco,Olive oil,2,tablespoons
acapulco,Lime,1,juiced
acapulco,Cilantro,1,bunch
acapulco,Pepper,1,teaspoon
acapulco,Garlic,3,cloves
acapulco,Onion,1,medium
acapulco,Fish fillets,300,grams
acapulco,Tomatoes,3,medium
acapulco,Shrimp,250,grams
acapulco,Salt,1,teaspoon
acapulco blackened tilapia salad,lime,1,juiced
acapulco blackened tilapia salad,cherry tomatoes,1,cup
acapulco blackened tilapia salad,avocado,1,sliced
acapulco blackened tilapia salad,tilapia fillets,2,pieces
acapulco blackened tilapia salad,blackening seasoning,1,tablespoon
acapulco blackened tilapia salad,olive oil,2,tablespoons
acapulco blackened tilapia salad,mixed greens,2,cups
acapulco boca colorada,bell pepper,1,medium
acapulco boca colorada,fish fillet,300,grams
acapulco boca colorada,olive oil,2,tablespoons
acapulco boca colorada,cilantro,2,tablespoons
acapulco boca colorada,tomatoes,4,medium
acapulco boca colorada,shrimp,250,grams
acapulco boca colorada,lime juice,2,tablespoons
acapulco boca colorada,salt,1,teaspoon
acapulco boca colorada,garlic cloves,2,cloves
acapulco boca colorada,onion,1,medium
acapulco one fillet,black pepper,0.5,teaspoon
acapulco one fillet,garlic,2,cloves
acapulco one fillet,soy sauce,2,tablespoons
acapulco one fillet,salt,1,teaspoon
acapulco one fillet,lime juice,1,tablespoon
acapulco one fillet,olive oil,1,tablespoon
acapulco one fillet,fish fillet,1,piece
acapulco parrillada,chorizo sausage,1,lbs
acapulco parrillada,garlic,4,cloves
acapulco parrillada,cumin,1,tbsp
acapulco parrillada,onions,2,pieces
acapulco parrillada,salt,1,tsp
acapulco parrillada,black pepper,1,tsp
acapulco parrillada,chicken thighs,1.5,lbs
acapulco parrillada,beef steak,2,lbs
acapulco parrillada,bell peppers,2,pieces
acapulco parrillada,paprika,2,tbsp
acapulco parrillada,olive oil,0.5,cup
acapulco parrillada,lime juice,0.25,cup
acapulco quesadilla,chicken,1,cup
acapulco quesadilla,onions,0.5,cup
acapulco quesadilla,cheese,1,cup
acapulco quesadilla,peppers,0.5,cup
acapulco quesadilla,salsa,0.25,cup
acapulco quesadilla,guacamole,0.25,cup
acapulco salad,avocado,1,sliced
acapulco salad,olive oil,1,tablespoon
acapulco salad,pepper,0.25,teaspoon
acapulco salad,mixed greens,2,cups
acapulco salad,lime juice,2,tablespoons
acapulco salad,tomatoes,1,diced
acapulco salad,red onion,0.5,sliced
acapulco salad,salt,0.5,teaspoon
acapulco salad,cilantro,2,tablespoons
acapulco salmon,salmon,1,lb
acapulco salmon,onion,1,small
acapulco salmon,tomatoes,2,medium
acapulco salmon,cilantro,0.5,cup
acapulco salmon,herbs,2,tbsp
acapulco salmon,lime juice,2,tbsp
acapulco salmon,spices,1,tbsp
acapulco soup,corn,1,cup
acapulco soup,cilantro,0.5,cup
acapulco soup,onion,1,medium
acapulco soup,tomatoes,2,cups
acapulco soup,chicken broth,4,cups
acapulco soup,cooked chicken,1,cup
acapulco soup,garlic,2,cloves
acapulco soup,tortilla strips,0.5,cup
acapulco soup,bell pepper,1,medium
acapulco soup,avocado,1,medium
acapulco soup,lime juice,2,tablespoons
acapulco steak,tomato,1,medium
acapulco steak,onion,0.5,cup
acapulco steak,soy sauce,1,tbsp
acapulco steak,avocado,1,ripe
acapulco steak,garlic,2,cloves
acapulco steak,lime juice,2,tbsp
acapulco steak,steak,1,lb
acapulco tacos,garlic,2,cloves
acapulco tacos,tomatoes,2,pieces
acapulco tacos,tortillas,8,pieces
acapulco tacos,jalapeno,1,piece
acapulco tacos,fish fillet,200,grams
acapulco tacos,shrimp,200,grams
acapulco tacos,avocado,1,piece
acapulco tacos,olive oil,2,tablespoons
acapulco tacos,onion,1,piece
acapulco tacos,lime,1,piece
acapulco tacos,cilantro,1,bunch
acapulco trading,Onion,1,medium
acapulco trading,Bell peppers,2,pieces
acapulco trading,Garlic,2,cloves
acapulco trading,Cilantro,2,tbsp
acapulco trading,Cumin,1,tsp
acapulco trading,Paprika,1,tsp
acapulco trading,Tomatoes,2,medium
acapulco trading,Chicken,1,lb
acapulco trading,Lime,1,juiced
acapulco trading,Pepper,1,tsp
acapulco trading,Salt,1,tsp
acapulco traditional,cilantro,1,bunch
acapulco traditional,shrimp,250,g
acapulco traditional,fish,200,g
acapulco traditional,tomatoes,2,medium
acapulco traditional,citrus (lime or lemon),1,medium
acapulco traditional,onions,1,medium
acapulco two fillets,lime juice,2,tablespoons
acapulco two fillets,fish fillets,2,pieces
acapulco two fillets,cilantro,2,tablespoons
acapulco two fillets,salt,1,teaspoon
acapulco two fillets,tomatoes,2,medium
acapulco two fillets,garlic cloves,2,cloves
acapulco two fillets,onion,1,small
acapulco two fillets,black pepper,1,teaspoon
acapulco two fillets,olive oil,2,tablespoons
acarnitas,oregano,1,tsp
acarnitas,orange,1,
acarnitas,garlic,4,cloves
acarnitas,pork shoulder,2,lbs
acarnitas,bay leaves,2,
acarnitas,onion,1,
acarnitas,salt,1,tsp
acarnitas,pepper,1,tsp
acarnitas,cumin,1,tsp
acc,seaweed,1,sheet
acc,mirin,1,tablespoon
acc,dashi broth,1,cup
acc,bonito flakes,1,tablespoon
acc,sake,1,tablespoon
acc,green onions,2,stalks
acc,soy sauce,2,tablespoons
acc roll,avocado,1,piece
acc roll,sushi rice,1,cup
acc roll,cucumber,0.5,piece
acc roll,crab meat,100,grams
acc roll,seaweed,2,sheets
acc smash,cherry tomatoes,6,pieces
acc smash,balsamic glaze,1,tablespoon
acc smash,avocado,1,piece
acc smash,feta cheese,50,grams
accidental fish and shrimp,fish,200,g
accidental fish and shrimp,shrimp,150,g
acciughe bianche,vinegar,2,tablespoons
acciughe bianche,olive oil,3,tablespoons
acciughe bianche,white anchovies,200,grams
accordini viole recioto della valpolicella classico veneto italy,Accordini Viole Recioto della Valpolicella Classico,1,bottle
accra,vegetable oil,2,cups
accra,salt,1,teaspoon
accra,ginger,1,thumb-sized piece
accra,onion,1,medium
accra,garlic,2,cloves
accra,scotch bonnet pepper,1,small
accra,black-eyed peas,2,cups
accra fritters,spices,1,tsp
accra fritters,black-eyed peas,1,cup
accra fritters,onion,1,medium
accras,hot pepper,1,optional
accras,salted codfish,1,cup
accras,scallions,3,stalks
accras,garlic,2,cloves
accras,all-purpose flour,1.5,cups
accras,thyme,1,tsp
accras,water,0.5,cup
accras,oil,2,cups
ace,Green onions,2,stalks
ace,Sesame oil,1,tsp
ace,Mirin,1,tbsp
ace,Tofu,200,g
ace,Soy sauce,2,tbsp
ace,Bonito flakes,1,tbsp
ace acai,granola,0.5,cup
ace acai,coconut flakes,2,tablespoons
ace acai,honey,1,tablespoon
ace acai,acai berries,1,cup
ace acai,bananas,2,pieces
ace acai,mixed fruits,1,cup
ace next door west coast session ipa,hops,2,oz
ace next door west coast session ipa,water,5,gal
ace next door west coast session ipa,yeast,1,packet
ace next door west coast session ipa,malt,6,lb
ace pear cider,yeast,5,g
ace pear cider,pear juice,500,ml
ace pear cider,sugar,50,g
aceitunas,olives,200,grams
aceitunas de la casa con guindilla vasca,olive oil,2,tbsp
aceitunas de la casa con guindilla vasca,Basque chili peppers,2,pieces
aceitunas de la casa con guindilla vasca,lemon peel,1,strip
aceitunas de la casa con guindilla vasca,olives,200,g
aceitunas de la casa con guindilla vasca,garlic,1,clove
aceitunas la mancha,olive oil,2,tablespoons
aceitunas la mancha,thyme,1,teaspoon
aceitunas la mancha,garlic,2,cloves
aceitunas la mancha,olives,200,grams
aceitunas la mancha,lemon zest,1,teaspoon
acentor rioja spain,paprika,1,tsp
acentor rioja spain,chorizo,150,g
acentor rioja spain,tomatoes,2,medium
acentor rioja spain,garlic,3,cloves
acentor rioja spain,onion,1,large
acentor rioja spain,beef,250,g
acentor rioja spain,bay leaves,2,pieces
acentor rioja spain,olive oil,2,tbsp
acentor rioja spain,bell pepper,1,large
acentor rioja spain,red wine,200,ml
acer opalus,spices,2,tablespoons
acer opalus,vegetables,300,grams
acer opalus,rice,1,cup
acer opalus,herbs,1,cup
acer opalus,lamb meat,500,grams
acerola,acerola,1,cup
acevichado,aji amarillo paste,2,tbsp
acevichado,lettuce,4,leaves
acevichado,corn,1,"ear, boiled and sliced"
acevichado,sweet potato,1,"small, boiled and sliced"
acevichado,garlic,2,"cloves, minced"
acevichado,lime juice,1,cup
acevichado,pepper,1,tsp
acevichado,cilantro,1,"tbsp, chopped"
acevichado,red onion,1,"small, thinly sliced"
acevichado,salt,1,tsp
acevichado,fish fillets,500,g
acevichado roll,fresh fish,150,g
acevichado roll,spicy mayo sauce,2,tbsp
acevichado roll,sushi rice,1,cup
acevichado roll,nori seaweed,2,sheets
acevichado roll,cucumber,1,piece
acevichado roll,avocado,1,piece
acg caesar,croutons,0.5,cup
acg caesar,Caesar dressing,3,tablespoons
acg caesar,romaine lettuce,2,cups
acg caesar,Parmesan cheese,0.25,cup
achaar,red chili powder,2,tsp
achaar,vinegar,50,ml
achaar,mustard seeds,1,tbsp
achaar,vegetables,500,g
achaar,salt,1,tsp
achaar,fenugreek seeds,1,tbsp
achaar,mustard oil,100,ml
achaar,turmeric powder,1,tsp
achaar pickle,vegetables or fruits,500,g
achaar pickle,spices,50,g
achaar pickle,oil,100,ml
achaari,coriander leaves,2,tablespoons
achaari,potatoes,2,medium
achaari,turmeric powder,1,teaspoon
achaari,pickling spices,1,tablespoon
achaari,red chili powder,1,teaspoon
achaari,salt,1,teaspoon
achaari,onion,1,large
achaari,green chilies,2,pieces
achaari,tomatoes,2,medium
achaari,mustard oil,2,tablespoons
achar,vegetables,500,g
achar,spices,15,g
achar,salt,10,g
achar,vinegar,200,ml
achar,sugar,50,g
achar gosht,lemon juice,2,tablespoons
achar gosht,vinegar,3,tablespoons
achar gosht,pickling spices,2,tablespoons
achar gosht,meat,500,grams
achari,red chili powder,2,tbsp
achari,salt,1,tsp
achari,turmeric powder,1,tsp
achari,fennel seeds,1,tsp
achari,vinegar,1,cup
achari,fenugreek seeds,1,tsp
achari,mango,2,cups
achari,nigella seeds,1,tsp
achari,mustard oil,1,cup
achari,mustard seeds,1,tbsp
achari aloo kati roll with fries,paratha bread,2,pieces
achari aloo kati roll with fries,fries,1,serving
achari aloo kati roll with fries,pickling spices,1,tbsp
achari aloo kati roll with fries,potatoes,2,medium
achari baigan,fenugreek seeds,1,tsp
achari baigan,garam masala,1,tsp
achari baigan,tomato,2,medium
achari baigan,fennel seeds,1,tsp
achari baigan,green chili,2,chopped
achari baigan,salt,1,tsp
achari baigan,mustard seeds,1,tsp
achari baigan,ginger,1,inch
achari baigan,onion,1,medium
achari baigan,oil,2,tbsp
achari baigan,red chili powder,1,tsp
achari baigan,coriander powder,1,tsp
achari baigan,cumin powder,1,tsp
achari baigan,eggplant,2,medium
achari baigan,turmeric powder,1,tsp
achari baigan,garlic,4,cloves
achari began curry,ginger,1,inch piece
achari began curry,red chili powder,1,tsp
achari began curry,coriander powder,1,tbsp
achari began curry,garlic,4,cloves
achari began curry,mustard seeds,1,tsp
achari began curry,salt,1,tsp
achari began curry,tomatoes,2,medium
achari began curry,turmeric powder,1,tsp
achari began curry,onion,1,large
achari began curry,eggplants,500,grams
achari began curry,cumin seeds,1,tsp
achari began curry,fenugreek seeds,1,tsp
achari began curry,fennel seeds,1,tsp
achari began curry,oil,2,tbsp
achari chicken karahi,yogurt,1,cup
achari chicken karahi,ginger garlic paste,2,tablespoons
achari chicken karahi,tomatoes,3,medium
achari chicken karahi,chicken,500,grams
achari chicken karahi,oil,3,tablespoons
achari chicken karahi,pickling spices,2,tablespoons
achari chicken karahi,green chilies,2,sliced
achari chicken karahi,coriander leaves,1,tablespoon
achari chicken korma,chicken,500,grams
achari chicken korma,achari masala,2,tablespoons
achari chicken korma,spices,1,tablespoon
achari chicken korma,cream,1,cup
achari chicken korma,yogurt,1,cup
achari chicken paratha taco,Chicken,250,grams
achari chicken paratha taco,Tomato,1,"medium, diced"
achari chicken paratha taco,Green Chilies,2,chopped
achari chicken paratha taco,Lemon Juice,1,tablespoon
achari chicken paratha taco,Achari Masala,2,tablespoons
achari chicken paratha taco,Paratha,4,pieces
achari chicken paratha taco,Cilantro,2,"tablespoons, chopped"
achari chicken paratha taco,Onion,1,"medium, sliced"
achari chicken paratha taco,Yogurt,100,grams
achari chicken tacos,pickled onions,1,cup
achari chicken tacos,cilantro,1,bunch
achari chicken tacos,chicken,500,grams
achari chicken tacos,achari spice mix,2,tablespoons
achari chicken tacos,yogurt,100,grams
achari chicken tacos,taco shells,8,
achari chicken tikka,red chili powder,1,teaspoon
achari chicken tikka,salt,1,teaspoon
achari chicken tikka,lemon juice,2,tablespoons
achari chicken tikka,ginger garlic paste,2,tablespoons
achari chicken tikka,mustard oil,2,tablespoons
achari chicken tikka,turmeric powder,1,teaspoon
achari chicken tikka,chicken,500,grams
achari chicken tikka,pickling spices,2,tablespoons
achari chicken tikka,garam masala,1,teaspoon
achari chicken tikka,yogurt,1,cup
achari chicken wings,"pickling spices (fenugreek seeds, fennel seeds, mustard seeds, nigella seeds)",1,tablespoon
achari chicken wings,mustard oil,2,tablespoons
achari chicken wings,red chili powder,1,teaspoon
achari chicken wings,lemon juice,2,tablespoons
achari chicken wings,chicken wings,12,pieces
achari chicken wings,salt,1,teaspoon
achari chicken wings,turmeric powder,1,teaspoon
achari chicken wings,yogurt,1,cup
achari chicken wings,ginger-garlic paste,1,tablespoon
achari eggplant,red chili powder,1,teaspoon
achari eggplant,mustard oil,2,tablespoons
achari eggplant,fennel seeds,1,teaspoon
achari eggplant,mustard seeds,1,teaspoon
achari eggplant,tomato,1,medium
achari eggplant,ginger,1,inch piece
achari eggplant,turmeric powder,1,teaspoon
achari eggplant,eggplant,2,pieces
achari eggplant,nigella seeds,1,teaspoon
achari eggplant,garlic,4,cloves
achari eggplant,green chilies,2,pieces
achari eggplant,fenugreek seeds,1,teaspoon
achari gohst,mustard seeds,1,tablespoon
achari gohst,fenugreek seeds,1,teaspoon
achari gohst,meat,500,grams
achari gohst,dried mango powder (amchur),2,teaspoons
achari goshat karahi,salt,1,teaspoon
achari goshat karahi,green chilies,4,chopped
achari goshat karahi,tomatoes,3,medium
achari goshat karahi,onion,1,large
achari goshat karahi,red chili powder,1.5,teaspoon
achari goshat karahi,turmeric powder,0.5,teaspoon
achari goshat karahi,pickled spices,2,tablespoons
achari goshat karahi,oil,4,tablespoons
achari goshat karahi,cumin powder,1,teaspoon
achari goshat karahi,mutton,500,grams
achari goshat karahi,coriander powder,1.5,teaspoon
achari goshat karahi,garlic,4,cloves
achari goshat karahi,yogurt,1,cup
